original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,suburb,name,street,postcode,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2015-09-28 04:16:09,-31.41,-71.36,50,4.1,932.6134096354313,"Quebrada Galerillas o Arrayán, 196 0000 Canela, Chile",-31.40901658472216,-71.3502405656969,,,Quebrada Galerillas o Arrayán,Quebrada Galerillas o Arrayán,1960000,Canela,CH,Provincia de Choapa,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-27 22:53:06,-30.91,-71.44,43,4.4,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-27 22:39:58,-31.27,-71.81,27,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-27 21:04:45,-31.67,-71.7,37,5.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-27 08:28:36,-30.73,-71.47,43,4.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 11:15:29,-31.83,-71.95,37,4.6,1788597.5556659908,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-26 09:37:52,-31.36,-71.41,46,4.3,1557.1010514498832,"Canela, Provincia de Choapa, Chile",-31.3601464,-71.3936019,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 08:44:58,-30.82,-71.41,50,4.1,1856.0908715095902,"Ovalle, Provincia de Limarí, Chile",-30.8134946,-71.3921004,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 08:19:37,-30.76,-71.39,50,4.1,359.3246405405269,"Cementerio Chalinga, Ovalle, Chile",-30.75721705,-71.39191131843506,,,Cementerio Chalinga,Cementerio Chalinga,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 04:53:59,-30.72,-71.39,50,4.4,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 03:24:36,-30.79,-71.39,40,4.1,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 03:03:22,-30.77,-71.41,38,4.4,378.60605194921135,"Escuela La Calera de San Julián, Ruta D-641, Ovalle, Chile",-30.7710083,-71.413785,,,Escuela La Calera de San Julián,Ruta D-641,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-26 02:51:18,-30.79,-71.42,40,6.3,353.7069566340389,"Ovalle, Provincia de Limarí, Chile",-30.797596550250887,-71.41735604221999,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-25 11:47:08,-31.56,-71.81,31,4.7,1800914.2590272254,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-25 11:33:28,-31.64,-71.56,36,4.0,586.0391044235732,Caleta Huentelauquén,-31.64295,-71.55487,,,Caleta Huentelauquén,,,,,,,,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-09-25 03:21:57,-20.91,-69.22,91,5.3,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-24 18:20:30,-30.88,-71.45,51,4.0,68.0735779180733,"Ovalle, Provincia de Limarí, Chile",-30.879261610759965,-71.45347994746078,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-24 16:34:06,-30.71,-71.43,48,4.4,66.08302951947078,"Ruta D-643, Ovalle, Chile",-30.72130341747389,-71.42931583729037,,,Ruta D-643,Ruta D-643,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-24 16:13:25,-30.7,-71.4,50,5.4,828.0506994619698,"Quebrada del Durazno, 184 0000 Ovalle, Chile",-30.694427923104744,-71.4057454325451,,,Quebrada del Durazno,Quebrada del Durazno,1840000,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-24 13:35:54,-31.69,-71.55,25,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-24 07:14:44,-20.21,-69.15,100,4.8,171.4535643709996,"Huaca, Pozo Almonte, Provincia del Tamarugal, Chile",-20.2109831,-69.1487342,,,Huaca,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-23 14:05:57,-31.44,-71.44,50,4.4,701.9223687658261,"Quebrada Carquindaño, Canela, Chile",-31.446054887777425,-71.44209227418627,,,Quebrada Carquindaño,Quebrada Carquindaño,,Canela,CH,Provincia de Choapa,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-23 11:32:42,-31.64,-71.89,41,5.1,1793559.4735431743,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-23 10:05:53,-31.57,-71.69,39,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-23 04:21:27,-31.35,-72.01,28,5.0,1781559.9116161065,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-23 00:23:46,-31.63,-71.27,44,4.1,42.19387919389337,"Cerro Verbena, Choapa, Chile",-31.63033,-71.26978,,,Cerro Verbena,,,,CH,Choapa,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-09-22 22:26:40,-31.02,-71.57,44,5.0,2011.5618268261692,"Ovalle, Provincia de Limarí, Chile",-31.0034995,-71.5613473,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-22 13:40:31,-33.32,-71.32,51,4.2,650.6359289848242,"Madialuna, Ruta F-864-G, Casablanca, Chile",-33.3232744,-71.31419658519417,,,Madialuna,Ruta F-864-G,,Casablanca,IP,Provincia de Valparaíso,VS,Valparaiso Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-22 13:17:22,-32.24,-71.77,25,4.5,1807863.7187858997,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-22 08:54:26,-31.57,-71.91,30,4.4,1791467.5647536563,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-22 08:37:34,-30.42,-71.6,24,4.6,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-22 07:12:59,-31.45,-71.13,63,6.2,0,"1930000 Illapel, Chile",-31.6326932,-71.1683039,,,,,1930000,Illapel,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 22:25:30,-31.71,-71.68,35,4.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 21:17:09,-33.07,-72.07,20,4.1,1788097.0073831282,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-21 19:56:09,-31.77,-71.6,36,6.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 19:08:05,-31.6,-71.57,36,4.5,150.4950943741493,"Dunas de Punta Ventana, Choapa, Chile",-31.599335,-71.568616,,,,Dunas de Punta Ventana,,,CH,Choapa,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 18:47:06,-31.76,-71.57,37,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 18:36:53,-31.09,-71.77,31,5.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 17:39:58,-31.76,-71.55,13,6.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 16:48:07,-30.83,-71.46,49,4.3,915.2625797302344,"Quebrada Los Canelos, Ovalle, Chile",-30.83750132492041,-71.45605374287126,,,Quebrada Los Canelos,Quebrada Los Canelos,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 15:37:07,-31.11,-71.79,30,6.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 11:05:27,-30.97,-71.47,32,4.0,301.5430125203602,"Ruta D-603, Punitaqui, Chile",-30.95911344939649,-71.47285842046345,,,Ruta D-603,Ruta D-603,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 10:13:09,-30.73,-71.34,30,4.5,754.8132896462183,"Escuela Los Nogales, Central, Ovalle, Chile",-30.73661245,-71.34178535162252,,,Escuela Los Nogales,Central,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 07:18:37,-30.66,-71.41,39,4.5,498.56011231943324,"Ruta 45, 184 0000 Ovalle, Chile",-30.664471717691278,-71.40949655585247,,,Ruta 45,Ruta 45,1840000,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 05:39:34,-31.76,-71.74,41,6.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 05:07:35,-33.06,-72.09,22,4.1,1786117.132935678,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-21 03:17:12,-32.21,-71.83,34,4.2,1802024.9856614016,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-21 01:42:14,-30.77,-71.83,33,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-21 00:05:33,-30.76,-71.46,40,4.4,792.7939490698024,"Loma Ulvilla, Limarí, Chile",-30.76627,-71.45605,,,Loma Ulvilla,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-09-20 17:18:26,-30.66,-71.74,37,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-20 14:31:08,-30.59,-71.74,38,5.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-20 06:55:49,-30.6,-71.61,32,4.8,560.8419561233898,"Ovalle, Provincia de Limarí, Chile",-30.589646252469763,-71.57176919300602,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-20 03:02:01,-30.79,-71.32,48,5.5,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-20 00:10:26,-30.84,-71.6,34,4.4,524.1610357999645,"Ruta 5 Norte, Ovalle, Chile",-30.828307682580576,-71.59136847872395,,,Ruta 5 Norte,Ruta 5 Norte,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 22:59:41,-30.73,-71.3,28,4.8,78.89730190979826,"Ruta D-555, Ovalle, Chile",-30.729058002192115,-71.30205488653294,,,Ruta D-555,Ruta D-555,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 19:09:04,-32.36,-71.78,37,4.6,1807803.1880522054,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-19 18:13:16,-31.31,-71.71,42,4.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 13:09:00,-30.62,-71.91,29,5.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 13:01:07,-32.44,-71.83,32,4.7,1803762.4768610278,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-19 12:52:20,-32.33,-71.91,27,6.3,1795388.8162152967,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-19 10:46:04,-34.0,-71.2,71,4.5,90.41065039345058,"Quebrada de Chilque, Melipilla, Chile",-33.99937,-71.19938,,,Quebrada de Chilque,,,,ME,Melipilla,RM,Metropolitana,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-09-19 09:07:07,-31.13,-71.58,34,6.0,659.4646833317645,"Ovalle, Provincia de Limarí, Chile",-31.124009505962444,-71.57895177980025,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 06:27:13,-28.85,-71.31,45,4.9,0,"Freirina, Provincia de Huasco, Chile",-28.5086484,-71.0785719,,,,,,Freirina,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 05:55:24,-31.79,-71.5,37,4.6,400.3631278344023,"Ruta 5 Norte, Los Vilos, Chile",-31.804471713854607,-71.49471029808737,,,Ruta 5 Norte,Ruta 5 Norte,,Los Vilos,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 05:13:34,-31.82,-71.62,50,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 05:06:45,-29.65,-72.28,30,6.3,1763216.664984001,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-19 04:44:12,-30.82,-71.39,51,4.6,773.2990269899559,"Escuela Rincón de la Calera, Ruta D-641, Ovalle, Chile",-30.8132311,-71.391858,,,Escuela Rincón de la Calera,Ruta D-641,,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 02:49:40,-31.54,-71.77,32,5.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 01:22:55,-30.79,-71.44,44,4.0,329.7275796680725,"Ruta D-635, Ovalle, Chile",-30.807362565594914,-71.4584539636987,,,Ruta D-635,Ruta D-635,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-19 00:42:44,-31.64,-71.66,39,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 19:54:47,-30.11,-71.55,16,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 19:21:56,-30.85,-71.35,48,4.0,129.86248357013537,"Ruta D-651, Punitaqui, Chile",-30.826567751869344,-71.31972322642203,,,Ruta D-651,Ruta D-651,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 14:08:08,-30.87,-71.27,45,4.5,1461.2675391650891,"Punitaqui, Provincia de Limarí, Chile",-30.8628525,-71.2571526,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 11:05:55,-31.59,-71.46,38,4.1,212.75339402148342,"Ruta D-951, Canela, Chile",-31.59748522995686,-71.49480214975682,,,Ruta D-951,Ruta D-951,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 09:10:40,-32.06,-72.1,33,6.0,1775674.0973892112,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-18 07:44:09,-31.38,-71.56,41,4.5,0,"Canela, Provincia de Choapa, Chile",-31.4643996,-71.43491570348377,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 05:33:37,-31.15,-71.37,45,4.6,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 04:29:03,-31.67,-71.65,34,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 03:15:39,-31.45,-71.53,45,5.2,171.21580796703142,"Ruta D-71, Canela, Chile",-31.423950971349967,-71.50997347906748,,,Ruta D-71,Ruta D-71,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-18 01:50:21,-31.44,-71.68,38,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 23:33:56,-31.03,-71.38,45,4.0,0,"Punitaqui, Provincia de Limarí, Chile",-30.8337532,-71.2573637,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 22:39:21,-30.94,-71.64,29,5.2,20.11712635341253,"Ruta 5 Norte, Ovalle, Chile",-30.928422994036396,-71.63739657075591,,,Ruta 5 Norte,Ruta 5 Norte,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 21:13:02,-31.35,-71.77,40,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 20:50:46,-31.63,-71.68,42,4.6,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 20:40:34,-30.04,-71.67,33,5.5,1818377.7799746408,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-17 17:58:30,-30.83,-71.38,44,4.3,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 17:32:20,-30.68,-71.61,33,4.8,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 16:54:59,-30.76,-71.46,43,4.3,792.7939490698024,"Loma Ulvilla, Limarí, Chile",-30.76627,-71.45605,,,Loma Ulvilla,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2015-09-17 16:52:20,-29.93,-71.96,30,5.3,1791408.8070014592,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-17 16:46:23,-31.5,-71.74,42,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 16:08:09,-29.85,-70.48,39,5.3,0,"1760000 Vicuña, Chile",-30.0340482,-70.7126702,,,,,1760000,Vicuña,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 16:04:04,-31.55,-72.07,42,5.3,1776259.3337152202,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-17 15:10:20,-31.24,-71.25,61,4.2,235.94992650461677,"Canela, Provincia de Choapa, Chile",-31.234357468640884,-71.24793944044433,,,,,,Canela,,Provincia de Choapa,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 14:19:15,-30.94,-72.0,32,5.7,1782572.7175683111,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-17 14:10:38,-30.88,-71.33,43,4.1,1846.3398125018718,"Punitaqui, Provincia de Limarí, Chile",-30.8963052,-71.3263428,,,,,,Punitaqui,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 13:32:26,-32.14,-72.17,34,6.0,1769609.1617657365,South Pacific Ocean,-29.829753,-90.56043,,,South Pacific Ocean,,,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2015-09-17 13:04:55,-30.29,-71.7,16,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 12:58:08,-30.69,-71.56,32,4.9,0,"Ovalle, Provincia de Limarí, Chile",-30.6030819,-71.2029894,,,,,,Ovalle,,Provincia de Limarí,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2015-09-17 12:24:29,-31.38,-71.74,26,5.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
