original_Date(UTC),original_Latitude,original_Longitude,original_Depth,original_Magnitude,distance,formatted,lat,lon,housenumber,district,street,postcode,suburb,name,city,county_code,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
2021-12-22 23:21:46,-25.49,-70.39,55,4.4,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-22 18:20:32,-29.56,-71.25,52,3.9,194.49814655015464,"Portezuelo Buenos Aires, Elqui, Chile",-29.55859,-71.24881,,,,,,Portezuelo Buenos Aires,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-12-22 03:51:29,-30.08,-71.57,33,3.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-21 22:01:19,-19.53,-69.24,7,3.0,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-21 14:46:05,-30.71,-71.36,53,4.4,296.86634553925296,"Los Pumas Camping, Valle del Encanto, 184 0000 Ovalle, Chile",-30.7089724,-71.362866,,,Valle del Encanto,1840000,,Los Pumas Camping,Ovalle,LM,Provincia de Limarí,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-20 01:26:34,-28.97,-70.63,108,4.2,0,"Vallenar, Provincia de Huasco, Chile",-28.5750438,-70.7616398,,,,,,,Vallenar,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-19 21:35:39,-22.04,-70.33,54,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-19 05:30:00,-27.3,-71.2,58,4.2,1909210.6105514758,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-12-18 20:18:17,-25.59,-70.34,28,3.0,435.8437353035946,"Camino a Mineral Quetena, Taltal, Chile",-25.591437759194786,-70.35188744072367,,,Camino a Mineral Quetena,,,Camino a Mineral Quetena,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-16 13:28:51,-20.77,-69.18,108,4.2,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-14 12:42:18,-29.63,-71.28,57,3.9,53.390734404741124,"Ruta 5 Norte, Caleta Hornos, Chile",-29.630590784294643,-71.27971131493135,,,Ruta 5 Norte,,,Ruta 5 Norte,Caleta Hornos,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-14 06:51:31,-29.65,-71.17,56,3.5,1900.3157676946455,"La Serena, Provincia de Elqui, Chile",-29.6620819,-71.1560912,,,,,,,La Serena,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-14 04:23:57,-28.61,-71.28,37,5.3,510.248542279014,"Ruta C-480, Freirina, Chile",-28.606195612944603,-71.27662761600502,,,Ruta C-480,,,Ruta C-480,Freirina,HU,Provincia de Huasco,AT,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-12 18:35:39,-29.57,-71.24,52,3.4,359.47866417370415,"Ruta 5 Norte, La Higuera, Chile",-29.572232226877496,-71.24303600315562,,,Ruta 5 Norte,,,Ruta 5 Norte,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-12 00:26:13,-36.97,-73.37,36,4.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-11 20:07:55,-29.59,-71.27,54,3.7,251.74962518446898,"Ruta D-190, La Higuera, Chile",-29.59213028825826,-71.26911427463504,,,Ruta D-190,,,Ruta D-190,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-11 16:03:39,-29.57,-71.22,49,3.6,759.5466486252053,"Cerros de San Juan, Elqui, Chile",-29.57243,-71.22734,,,,,,Cerros de San Juan,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-12-11 14:54:18,-29.54,-71.25,53,5.4,606.4629527880945,"Matilde, Elqui, Chile",-29.54469,-71.2468,,,,,,Matilde,,EQ,Elqui,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-12-10 03:44:06,-35.17,-72.23,44,3.6,1818.4131182590438,"Constitución, Provincia de Talca, Chile",-35.154679,-72.2230053,,,,,,,Constitución,,Provincia de Talca,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-07 09:39:38,-18.57,-71.02,31,5.1,2338481.0284412154,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-12-05 21:51:08,-25.32,-69.01,122,5.3,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-05 12:48:34,-32.72,-72.09,38,3.9,1782134.047698047,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-12-05 08:01:58,-29.79,-71.67,65,4.4,1820530.3306484863,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-12-01 18:25:42,-19.25,-69.18,110,4.9,459.60215259738976,"Camino Alto Latarani - Termas de Berenguela, Colchane, Chile",-19.281608063339974,-69.15318609253681,,,Camino Alto Latarani - Termas de Berenguela,,,Camino Alto Latarani - Termas de Berenguela,Colchane,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-12-01 04:39:25,-37.95,-73.74,44,5.1,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-30 22:01:43,-36.92,-72.73,34,2.9,0,"Florida, Provincia de Concepción, Chile",-36.8253041,-72.6614469,,,,,,,Florida,,Provincia de Concepción,,Biobio Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-30 01:13:19,-22.48,-69.45,91,4.0,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-28 18:37:14,-32.13,-71.62,35,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-27 22:44:48,-27.86,-71.04,39,4.8,0,"Copiapó, Provincia de Copiapó, Chile",-27.3664685,-70.3322753,,,,,,,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-27 19:31:59,-38.94,-73.52,21,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-27 19:28:59,-38.83,-73.61,33,4.7,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-24 23:14:32,-20.52,-69.18,98,4.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-24 21:53:36,-31.94,-71.5,49,4.3,219.5333639727752,"Dunas de Quereo, Los Vilos, Chile",-31.939037,-71.502031,,,Dunas de Quereo,,,,Los Vilos,CH,Choapa,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-24 19:46:49,-22.45,-68.55,119,4.5,0,"Calama, Provincia de El Loa, Chile",-22.4623917,-68.9272181,,,,,,,Calama,,Provincia de El Loa,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-24 04:01:58,-30.7,-71.36,47,3.5,996.0636208458781,"Quebrada Espinal, 184 0000 Limarí, Chile",-30.70789,-71.364933,,,Quebrada Espinal,1840000,,,,LM,Limarí,CO,De Coquimbo,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-22 13:37:11,-23.23,-69.11,95,3.6,0,"1390000 Sierra Gorda, Chile",-22.8916766,-69.3200101,,,,1390000,,,Sierra Gorda,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-21 19:40:03,-36.54,-73.29,35,3.2,1768373.5372731825,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-11-21 11:50:59,-23.95,-70.43,32,4.8,0,"Antofagasta, Provincia de Antofagasta, Chile",-23.6463741,-70.3980033,,,,,,,Antofagasta,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-18 18:22:12,-29.57,-71.25,55,3.9,175.44625163094585,"Ruta 5 Norte, La Higuera, Chile",-29.57288275479082,-71.25301859809701,,,Ruta 5 Norte,,,Ruta 5 Norte,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-18 14:10:05,-20.93,-68.87,127,4.5,628.2914204977524,"Quebrada de Ornajuno, Tamarugal, Chile",-20.92784,-68.87559,,,,,,Quebrada de Ornajuno,,TM,Tamarugal,TP,De Tarapaca,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-11-16 20:21:19,-32.14,-71.75,22,4.0,1809086.3666830095,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-11-15 01:49:06,-37.56,-73.75,29,3.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-15 01:03:35,-37.51,-73.67,22,4.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-13 00:16:58,-22.14,-70.44,30,3.6,2181116.3415241665,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-11-10 13:53:50,-26.0,-70.87,37,3.9,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-10 06:51:46,-32.84,-71.24,69,4.7,291.4667535068005,"Callejon Apablaza 130, 228 0000 Quillota, Chile",-32.838863,-71.237189,130,,Callejon Apablaza,2280000,,,Quillota,QT,Quillota,VS,De Valparaiso,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2021-11-09 14:45:33,-19.64,-69.42,106,3.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-09 02:59:50,-38.45,-72.41,55,4.1,755.4318120882674,"Hostería San Sebastián, Ruta 5 Sur, 487 0000 Perquenco, Chile",-38.44614305,-72.41714116866646,,,Ruta 5 Sur,4870000,,Hostería San Sebastián,Perquenco,CT,Provincia de Cautín,AR,Araucania Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-08 10:06:03,-35.51,-71.36,94,4.1,1483.3662249699325,"San Clemente, Provincia de Talca, Chile",-35.4969518,-71.3565901,,,,,,,San Clemente,,Provincia de Talca,,Maule Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-08 04:52:46,-29.2,-71.02,87,4.8,199.09765623061594,"Ruta 5 Norte, Vallenar, Chile",-29.19881010903605,-71.01838331690088,,,Ruta 5 Norte,,,Ruta 5 Norte,Vallenar,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-07 10:12:31,-25.47,-69.72,84,4.2,0,"Taltal, Provincia de Antofagasta, Chile",-25.4078293,-70.4858424,,,,,,,Taltal,,Provincia de Antofagasta,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-05 18:48:21,-19.2,-69.66,87,4.1,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-05 14:11:28,-28.7,-71.14,49,4.7,176.37919015743924,"Ruta C-494, Freirina, Chile",-28.713918024963977,-71.13384150564121,,,Ruta C-494,,,Ruta C-494,Freirina,,Provincia de Huasco,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-04 04:18:22,-30.31,-71.22,52,5.2,0,"Andacollo, Provincia de Elqui, Chile",-30.2322048,-71.0847556,,,,,,,Andacollo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-03 03:17:47,-32.66,-70.11,113,5.8,0,"M5553 Distrito Las Cuevas, Argentina",-32.8135179,-70.0485462,,,,M5553,,,Distrito Las Cuevas,,Departamento Las Heras,M,Mendoza,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-11-01 13:43:47,-31.33,-71.83,43,4.0,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-30 15:01:26,-30.27,-71.28,63,3.9,0,"Coquimbo, Provincia de Elqui, Chile",-29.9531851,-71.3379503,,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-26 03:35:42,-32.82,-70.66,94,4.8,24.568808315409218,"Sur 500, Los Andes, Chile",-32.820193,-70.659872,500,,Sur,,,,Los Andes,LA,Los Andes,VS,De Valparaiso,Chile,cl,© OpenAddresses contributors,BSD-3-Clause License,
2021-10-25 18:45:12,-29.57,-71.26,54,3.7,1552.9072378877809,"La Higuera, Provincia de Elqui, Chile",-29.5589617,-71.250164,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-25 14:39:40,-32.69,-71.76,29,4.1,1812573.6415210997,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-10-25 10:25:47,-19.5,-69.29,12,2.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-24 07:57:43,-26.29,-70.78,41,3.2,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-23 02:13:56,-33.27,-71.77,43,4.5,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-23 01:45:27,-37.01,-72.73,19,4.7,595.6784953879272,"Estero Quilacoya, Yumbel, Chile",-37.013799080140814,-72.7252700540553,,,Estero Quilacoya,,,Estero Quilacoya,Yumbel,BI,Provincia de Bío-Bío,BI,Biobio Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-22 11:14:50,-22.15,-69.16,101,4.2,0,"María Elena, Provincia de Tocopilla, Chile",-22.3451485,-69.6618035,,,,,,,María Elena,,Provincia de Tocopilla,,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-21 05:58:54,-32.49,-71.68,36,3.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-15 12:15:52,-32.27,-71.74,35,4.0,1810888.7653122798,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-10-14 17:41:38,-27.64,-70.91,46,4.1,98.09200495044455,"Quebrada La Justa, Copiapó, Chile",-27.6406,-70.91073,,,,,,Quebrada La Justa,,CO,Copiapó,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-10-14 06:27:41,-20.09,-70.12,55,3.6,0,"Iquique, Provincia de Iquique, Chile",-20.2140657,-70.1524646,,,,,,Iquique,Iquique,IE,Provincia de Iquique,TP,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-13 07:55:29,-50.29,-72.26,24,5.5,0,"Lago Argentino, Argentina",-49.652361400000004,-72.03972921807302,,,,,,Lago Argentino,,LA,Lago Argentino,SC,Santa Cruz Province,Argentina,ar,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-12 18:01:55,-29.49,-71.73,36,4.0,1817877.4461505266,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-10-11 15:13:31,-27.29,-70.55,66,3.8,1806.2098216391807,"Valle Fértil, Copiapó, Provincia de Copiapó, Chile",-27.283333,-70.533333,,,,,,Valle Fértil,Copiapó,,Provincia de Copiapó,,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-09 23:33:46,-21.11,-68.89,121,4.9,0,"Pica, Provincia del Tamarugal, Chile",-20.4911417,-69.3290752,,,,,,,Pica,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-09 10:22:36,-31.53,-71.72,27,3.4,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-07 09:56:18,-29.38,-71.08,80,3.9,512.0679845905264,"Ruta 5 Norte, La Higuera, Chile",-29.37864408302198,-71.0882323285187,,,Ruta 5 Norte,,,Ruta 5 Norte,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-05 09:23:16,-20.43,-69.94,87,3.9,0,"Pozo Almonte, Provincia del Tamarugal, Chile",-20.2597061,-69.7861372,,,,,,,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-04 12:45:04,-31.88,-71.23,51,3.4,999.8006676806964,"Quebrada Los Cardos, Los Vilos, Chile",-31.872006272289852,-71.23484757488038,,,Quebrada Los Cardos,,,Quebrada Los Cardos,Los Vilos,CH,Provincia de Choapa,CO,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-10-04 12:36:17,-31.69,-71.98,40,4.9,1785209.4122290101,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-30 20:19:55,-19.33,-70.24,23,4.5,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-28 11:06:01,-29.43,-71.27,50,4.0,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-28 05:52:53,-29.41,-71.31,45,3.5,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-27 09:58:45,-30.67,-71.4,45,4.2,829.3822843508505,"Santa Rosa de Tabali Airport, Limarí, Chile",-30.67716,-71.40243,,,,,,Santa Rosa de Tabali Airport,,LM,Limarí,CO,De Coquimbo,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-09-26 09:50:13,-30.04,-71.3,56,4.2,26.842542367241514,"Coquimbo, Provincia de Elqui, Chile",-30.038831275044654,-71.29986497606892,,,,,,,Coquimbo,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-24 19:51:56,-26.69,-70.73,55,3.9,614.9833351432039,"Quebrada La Lisa, Caldera, Chile",-26.687006968429273,-70.72479461119514,,,Quebrada La Lisa,,,Quebrada La Lisa,Caldera,CO,Provincia de Copiapó,AT,Atacama Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-24 09:05:06,-19.33,-70.07,56,3.8,0,"1140000 Huara, Chile",-19.9957872,-69.7727034,,,,1140000,,,Huara,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-22 17:42:03,-36.9,-74.03,17,5.0,1721311.894952132,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-21 13:14:25,-36.73,-74.93,10,5.8,1640143.5657530194,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-21 08:47:27,-32.52,-71.71,35,3.5,1815665.377655162,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-20 07:12:16,-22.23,-70.83,42,4.3,2140844.5980045698,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-19 00:46:22,-30.01,-71.66,36,4.8,1819574.7867618545,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-18 12:35:38,-28.76,-71.48,31,4.3,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-18 11:36:55,-28.66,-70.42,87,3.3,162.31319812321917,"Sierra El Tabaco, Huasco, Chile",-28.65898,-70.42119,,,,,,Sierra El Tabaco,,HU,Huasco,AT,De Atacama,Chile,cl,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
2021-09-17 02:40:19,-20.06,-69.23,103,4.2,231.9973452473115,"Ruta A-639, Pozo Almonte, Chile",-20.052972569834925,-69.23381933967066,,,Ruta A-639,,Mina Cerro Colorado,Ruta A-639,Pozo Almonte,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-16 23:20:38,-22.07,-70.36,30,3.8,0,Chile,-31.7613365,-71.3187697,,,,,,,,,,,,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-16 07:29:06,-19.17,-69.3,110,3.7,246.36396678665247,"Ruta A-45, Camiña, Chile",-19.198493650706205,-69.37001846147983,,,Ruta A-45,,,Ruta A-45,Camiña,,Provincia del Tamarugal,,Tarapacа Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-16 01:10:19,-26.34,-70.95,25,4.3,1959966.4805920068,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-14 01:56:37,-31.75,-71.95,28,4.8,1788266.5341939228,South Pacific Ocean,-29.829753,-90.56043,,,,,,South Pacific Ocean,,,,,,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2021-09-13 05:18:11,-23.83,-67.46,257,6.4,592.3770212294165,"Quebrada Vicuña, San Pedro de Atacama, Chile",-23.832945157639074,-67.45514697683855,,,Quebrada Vicuña,,,Quebrada Vicuña,San Pedro de Atacama,EL,Provincia de El Loa,AN,Antofagasta Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-11 18:17:51,-29.22,-71.35,72,3.3,0,"La Higuera, Provincia de Elqui, Chile",-29.511595,-71.2015007,,,,,,,La Higuera,,Provincia de Elqui,,Coquimbo Region,Chile,cl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2021-09-10 03:25:40,-18.23,-70.0,96,4.4,0,"Tacna, TAC, Peru",-18.01386,-70.2511032,,,,,,,Tacna,,,TAC,Tacna,Peru,pe,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
